Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,WD121KRYZ,WD,Gold 12TB (2017),1,111,601,https://hdd.userbenchmark.com/SpeedTest/391336/WDC-WD121KRYZ-01
HDD,WD101KRYZ,WD,Gold 10TB (2016),2,106,842,https://hdd.userbenchmark.com/SpeedTest/171115/WDC-WD101KRYZ-01JPDB0
HDD,WD6002FRYZ,WD,Gold 6TB (2016) ,3,101,1458,https://hdd.userbenchmark.com/SpeedTest/167511/WDC-WD6002FRYZ-01WD5
HDD,WD8003FRYZ,WD,Gold 8TB (256MB Cache 2017),4,101,541,https://hdd.userbenchmark.com/SpeedTest/388081/WDC-WD8003FRYZ-01JPDB1
HDD,WD6002FFWX,WD,Red Pro 6TB (2015),5,99.2,768,https://hdd.userbenchmark.com/SpeedTest/139230/WDC-WD6002FFWX-68TZ4N0
HDD,WD6002FZWX,WD,Black 6TB (2016),6,98.6,4656,https://hdd.userbenchmark.com/WD-Black-6TB-2016/Rating/3927
HDD,0S03839,HGST,Deskstar NAS 6TB,7,96.7,792,https://hdd.userbenchmark.com/SpeedTest/22222/HGST-HDN726060ALE610
HDD,ST3000DM008,Seagate,Barracuda 3TB (2016),8,96,80141,https://hdd.userbenchmark.com/Seagate-Barracuda-3TB-2016/Rating/3898
HDD,WD1000DHTZ,WD,VelociRaptor 1TB,9,95.2,5327,https://hdd.userbenchmark.com/WD-VelociRaptor-1TB/Rating/1389
HDD,WD8002FRYZ,WD,Gold 8TB (128MB Cache 2016),10,95,206,https://hdd.userbenchmark.com/SpeedTest/226349/WDC-WD8002FRYZ-01FF2B0
HDD,WD6001FZWX,WD,Black 6TB (2015),11,94.1,3672,https://hdd.userbenchmark.com/WD-Black-6TB-2015/Rating/3519
HDD,ST1000DM010,Seagate,Barracuda 1TB (2016),12,94,753727,https://hdd.userbenchmark.com/Seagate-Barracuda-1TB-2016/Rating/3896
HDD,WD5000BHTZ,WD,VelociRaptor 2.5" 500GB,13,93.4,328,https://hdd.userbenchmark.com/SpeedTest/11902/WDC-WD5000BHTZ-04JCPV1
HDD,ST4000VN008,Seagate,IronWolf 4TB (2016),14,93.4,11937,https://hdd.userbenchmark.com/Seagate-IronWolf-4TB-2016/Rating/3906
HDD,ST6000DM001,Seagate,Desktop HDD 6TB (2015),15,93.1,634,https://hdd.userbenchmark.com/SpeedTest/36984/ST6000DM001-1XY17Z
HDD,ST2000DM006,Seagate,Barracuda 2TB (2016),16,92.6,376668,https://hdd.userbenchmark.com/Seagate-Barracuda-2TB-2016/Rating/3897
HDD,0F23267,HGST,Ultrastar He8 Helium 8TB,17,91.8,691,https://hdd.userbenchmark.com/SpeedTest/29773/HGST-HUH728080ALE600
HDD,0F23668,HGST,Ultrastar He8 Helium 8TB,17,91.8,691,https://hdd.userbenchmark.com/SpeedTest/29773/HGST-HUH728080ALE600
HDD,WD4004FZWX,WD,Black 4TB (2016),18,91.6,11095,https://hdd.userbenchmark.com/WD-Black-4TB-2016/Rating/3908
HDD,WD4002FYYZ,WD,Gold 4TB (2016),19,91.5,3202,https://hdd.userbenchmark.com/SpeedTest/147091/WDC-WD4002FYYZ-01B7CB0
HDD,WD100EFAX,WD,Red 10TB (2017),20,91.4,1306,https://hdd.userbenchmark.com/SpeedTest/324807/WDC-WD100EFAX-68LHPN0
HDD,ST3000DM001,Seagate,Barracuda 7200.14 3TB,21,91.1,177705,https://hdd.userbenchmark.com/Seagate-Barracuda-720014-3TB/Rating/1374
HDD,WD5000HHTZ,WD,VelociRaptor 500GB,22,90.9,6672,https://hdd.userbenchmark.com/SpeedTest/1434/WDC-WD5000HHTZ-04N21V0
HDD,ST3000VX000,Seagate,Video SV35.6 Series 3TB,23,90.8,4229,https://hdd.userbenchmark.com/SpeedTest/4903/ST3000VX000-9YW166
HDD,ST1000DM003,Seagate,Barracuda 7200.14 1TB,24,90.8,1194818,https://hdd.userbenchmark.com/Seagate-Barracuda-720014-1TB/Rating/1849
HDD,ST2000DM008,Seagate,Barracuda 2TB (2018),25,90.2,284047,https://hdd.userbenchmark.com/SpeedTest/466743/ST2000DM008-2FR102
HDD,WD2005FBYZ,WD,Gold 2TB (2016),26,90,3574,https://hdd.userbenchmark.com/SpeedTest/206650/WDC-WD2005FBYZ-01YCBB1
HDD,ST6000DX000,Seagate,Desktop HDD 6TB (2014),27,89.9,998,https://hdd.userbenchmark.com/SpeedTest/12188/ST6000DX000-1H217Z
HDD,HDWE150XZSTA,Toshiba,X300 5TB,28,89.9,8011,https://hdd.userbenchmark.com/Toshiba-X300-5TB/Rating/3593
HDD,HDWE150EZSTA,Toshiba,X300 5TB,28,89.9,8011,https://hdd.userbenchmark.com/Toshiba-X300-5TB/Rating/3593
HDD,ST5000DM002,Seagate,Desktop HDD 5TB (2015),29,89.6,239,https://hdd.userbenchmark.com/SpeedTest/123827/ST5000DM002-1XY17X
HDD,WD2003FZEX,WD,Black 2TB (2013),30,89.5,103134,https://hdd.userbenchmark.com/WD-Black-2TB-2013/Rating/1821
HDD,HDWD120XZSTA,Toshiba,P300 2TB,31,89.5,70401,https://hdd.userbenchmark.com/Toshiba-P300-2TB/Rating/3590
HDD,HDWD120EZSTA,Toshiba,P300 2TB,31,89.5,70401,https://hdd.userbenchmark.com/Toshiba-P300-2TB/Rating/3590
HDD,HDWD120UZSVA,Toshiba,P300 2TB,31,89.5,70401,https://hdd.userbenchmark.com/Toshiba-P300-2TB/Rating/3590
HDD,HUS156045VLS600,Hitachi,UltraStar 15K600 450GB,32,89.4,71,https://hdd.userbenchmark.com/SpeedTest/9674/HITACHI-HUS156045VLS600
HDD,WD5001FZWX,WD,Black 5TB (2015),33,89.3,5903,https://hdd.userbenchmark.com/WD-Black-5TB-2015/Rating/3907
HDD,HDWD130XZSTA,Toshiba,P300 3TB,34,89.1,50027,https://hdd.userbenchmark.com/Toshiba-P300-3TB/Rating/3591
HDD,HDWD130EZSTA,Toshiba,P300 3TB,34,89.1,50027,https://hdd.userbenchmark.com/Toshiba-P300-3TB/Rating/3591
HDD,HDWD130UZSVA,Toshiba,P300 3TB,34,89.1,50027,https://hdd.userbenchmark.com/Toshiba-P300-3TB/Rating/3591
HDD,ST4000VX007,Seagate,SkyHawk 4TB (2016),35,88.9,4528,https://hdd.userbenchmark.com/SpeedTest/215593/ST4000VX007-2DT166
HDD,ST3000NC002,Seagate,Constellation CS 3TB,36,88.6,543,https://hdd.userbenchmark.com/SpeedTest/5929/ST3000NC002-1DY166
HDD,ST1000VX000,Seagate,Video SV35.6 Series 1TB,37,88.3,12705,https://hdd.userbenchmark.com/SpeedTest/6250/ST1000VX-ST1000VX000-1CU1
HDD,ST2000VX000,Seagate,Video SV35.6 Series 2TB,38,88.2,9249,https://hdd.userbenchmark.com/Seagate-Video-SV356-Series-2TB/Rating/1816
HDD,WD80EFAX,WD,Red 8TB (2017),39,88.2,3230,https://hdd.userbenchmark.com/SpeedTest/314696/WDC-WD80EFAX-68LHPN0
HDD,ST2000DM001,Seagate,Barracuda 7200.14 2TB,40,88.2,586614,https://hdd.userbenchmark.com/Seagate-Barracuda-720014-2TB/Rating/1619
HDD,WD1005FBYZ,WD,Gold 1TB (2016),41,88.1,2051,https://hdd.userbenchmark.com/SpeedTest/204853/WDC-WD1005FBYZ-01YCBB1
HDD,HDWE160XZSTA,Toshiba,X300 6TB,42,87.7,4749,https://hdd.userbenchmark.com/Toshiba-X300-6TB/Rating/3594
HDD,HDWE160EZSTA,Toshiba,X300 6TB,42,87.7,4749,https://hdd.userbenchmark.com/Toshiba-X300-6TB/Rating/3594
HDD,WD2500HHTZ,WD,VelociRaptor 250GB,43,87.4,1827,https://hdd.userbenchmark.com/SpeedTest/139/WDC-WD2500HHTZ-04N21V0
HDD,HDWD110XZSTA,Toshiba,P300 1TB,44,87,189960,https://hdd.userbenchmark.com/Toshiba-P300-1TB/Rating/3589
HDD,HDWD110EZSTA,Toshiba,P300 1TB,44,87,189960,https://hdd.userbenchmark.com/Toshiba-P300-1TB/Rating/3589
HDD,HDWD110UZSVA,Toshiba,P300 1TB,44,87,189960,https://hdd.userbenchmark.com/Toshiba-P300-1TB/Rating/3589
HDD,PH3600U-1I72,Toshiba,MD04ACA600 6TB,45,86.5,442,https://hdd.userbenchmark.com/SpeedTest/35546/TOSHIBA-MD04ACA600
HDD,,Toshiba,DT01ACA200 2TB,46,86.3,246795,https://hdd.userbenchmark.com/Toshiba-DT01ACA200-2TB/Rating/2736
HDD,WD3001FFSX,WD,Red Pro 3TB (2014),47,86.2,437,https://hdd.userbenchmark.com/SpeedTest/27132/WDC-WD3001FFSX-68JNUN0
HDD,ST2000NC001,Seagate,Constellation CS 2TB,48,85.9,474,https://hdd.userbenchmark.com/SpeedTest/10959/ST2000NC001-1DY164
HDD,0S03835,HGST,Deskstar NAS 5TB,49,85.7,518,https://hdd.userbenchmark.com/SpeedTest/36844/HGST-HDN726050ALE610
HDD,,Toshiba,DT01ACA300 3TB,50,85.6,76473,https://hdd.userbenchmark.com/Toshiba-DT01ACA300-3TB/Rating/2735
HDD,HDWE140XZSTA,Toshiba,X300 4TB,51,85.4,17379,https://hdd.userbenchmark.com/Toshiba-X300-4TB/Rating/3592
HDD,HDWE140EZSTA,Toshiba,X300 4TB,51,85.4,17379,https://hdd.userbenchmark.com/Toshiba-X300-4TB/Rating/3592
HDD,ST4000DM005,Seagate,Barracuda 4TB (2016),52,85.3,24125,https://hdd.userbenchmark.com/Seagate-Barracuda-4TB-2016/Rating/3899
HDD,ST3000VX010,Seagate,SkyHawk 3TB (2016),53,85.2,1327,https://hdd.userbenchmark.com/SpeedTest/237204/ST3000VX010-2E3166
HDD,ST2000NM0033,Seagate,Constellation ES.3 2TB,54,85,3136,https://hdd.userbenchmark.com/SpeedTest/12036/ST2000NM0033-9ZM175
HDD,WD40EZRZ,WD,Blue 4TB (2015),55,84.9,85624,https://hdd.userbenchmark.com/WD-Blue-4TB-2015/Rating/3523
HDD,ST1000NM0033,Seagate,Constellation ES.3 1TB,56,84.8,7054,https://hdd.userbenchmark.com/SpeedTest/7297/ST1000NM0033-9ZM173
HDD,ST3000VN007,Seagate,IronWolf 3TB (2016),57,84.6,2631,https://hdd.userbenchmark.com/Seagate-IronWolf-3TB-2016/Rating/3905
HDD,WD10EZEX,WD,Blue 1TB (2012),58,84.5,2203423,https://hdd.userbenchmark.com/WD-Blue-1TB-2012/Rating/1779
HDD,PH3400U-1I72,Toshiba,MD04ACA400 4TB,59,84.2,8144,https://hdd.userbenchmark.com/Toshiba-MD04ACA400-4TB/Rating/3202
HDD,WD1003FZEX,WD,Black 1TB (2013),60,84.1,188988,https://hdd.userbenchmark.com/WD-Black-1TB-2013/Rating/1822
HDD,WD4001FFSX,WD,Red Pro 4TB (2014),61,84,478,https://hdd.userbenchmark.com/WD-Red-Pro-4TB-2014/Rating/2664
HDD,WD40PURZ,WD,Purple Surveillance 4TB (2017),62,83.9,4616,https://hdd.userbenchmark.com/SpeedTest/433989/WDC-WD40PURZ-85T
HDD,ST3300657SS,Seagate,Cheetah 15K.7 SAS 300GB,63,83.7,850,https://hdd.userbenchmark.com/SpeedTest/9679/SEAGATE-ST3300657SS
HDD,ST2000DX001,Seagate,Desktop SSHD 2TB,64,83.6,65637,https://hdd.userbenchmark.com/Seagate-Desktop-SSHD-2TB/Rating/1783
HDD,STCL2000400,Seagate,Desktop SSHD 2TB,64,83.6,65637,https://hdd.userbenchmark.com/Seagate-Desktop-SSHD-2TB/Rating/1783
HDD,PH3500U-1I72,Toshiba,MD04ACA500 5TB,65,83.6,2277,https://hdd.userbenchmark.com/Toshiba-MD04ACA500-5TB/Rating/3526
HDD,ST500DM009,Seagate,Barracuda 500GB (2016),66,83.3,9445,https://hdd.userbenchmark.com/Seagate-Barracuda-500GB-2016/Rating/3909
HDD,ST2000DX002,Seagate,FireCuda SSHD 2TB (2016),67,83.2,95362,https://hdd.userbenchmark.com/Seagate-FireCuda-SSHD-2TB-2016/Rating/3903
HDD,ST1000DX001,Seagate,Desktop SSHD 1TB,68,82.6,84383,https://hdd.userbenchmark.com/Seagate-Desktop-SSHD-1TB/Rating/1784
HDD,ST2000VN004,Seagate,IronWolf 2TB (2016),69,82.4,3940,https://hdd.userbenchmark.com/SpeedTest/245098/ST2000VN004-2E4164
